Date,Open,High,Low,Close,Adj Close,Volume
2018-07-12,6575.000000,6700.000000,6550.000000,6675.000000,6039.546875,22465500
2018-07-13,6750.000000,6825.000000,6650.000000,6800.000000,6152.646484,27647800
2018-07-16,6700.000000,6725.000000,6550.000000,6700.000000,6062.166016,16831500
2018-07-17,6550.000000,6675.000000,6500.000000,6625.000000,5994.306152,15901500
2018-07-18,6700.000000,6750.000000,6575.000000,6650.000000,6016.926270,19002100
2018-07-19,6650.000000,6750.000000,6650.000000,6700.000000,6062.166016,27562100
2018-07-20,6700.000000,6750.000000,6575.000000,6675.000000,6039.546875,22005400
2018-07-23,6750.000000,6750.000000,6675.000000,6675.000000,6039.546875,13735600
2018-07-24,6625.000000,6750.000000,6625.000000,6650.000000,6016.926270,8932500
2018-07-25,6725.000000,6900.000000,6650.000000,6875.000000,6220.507324,15946900
2018-07-26,6925.000000,6950.000000,6650.000000,6675.000000,6039.546875,20823800
2018-07-27,6700.000000,7000.000000,6700.000000,6975.000000,6310.986816,31156700
2018-07-30,7000.000000,7100.000000,6900.000000,7100.000000,6424.086914,21379900
2018-07-31,7050.000000,7150.000000,6975.000000,7150.000000,6469.327148,25841400
2018-08-01,7150.000000,7475.000000,7150.000000,7475.000000,6763.387207,53935800
2018-08-02,7500.000000,7500.000000,7300.000000,7300.000000,6605.047852,19141400
2018-08-03,7275.000000,7300.000000,7050.000000,7125.000000,6446.706543,24035700
2018-08-06,7250.000000,7475.000000,7200.000000,7425.000000,6718.147461,37077600
2018-08-07,7475.000000,7475.000000,7325.000000,7375.000000,6672.907715,23222200
2018-08-08,7400.000000,7450.000000,7325.000000,7425.000000,6718.147461,16794100
2018-08-09,7300.000000,7525.000000,7300.000000,7500.000000,6786.007324,17331500
2018-08-10,7450.000000,7475.000000,7325.000000,7400.000000,6695.527344,16288400
2018-08-13,7275.000000,7275.000000,7075.000000,7100.000000,6424.086914,25732900
2018-08-14,7075.000000,7225.000000,6825.000000,6825.000000,6175.266602,34274000
2018-08-15,6900.000000,7050.000000,6600.000000,6975.000000,6310.986816,44615000
2018-08-16,6975.000000,7250.000000,6850.000000,7100.000000,6424.086914,21705200
2018-08-17,7100.000000,7100.000000,7100.000000,7100.000000,6424.086914,0
2018-08-20,7250.000000,7400.000000,7150.000000,7400.000000,6695.527344,44690500
2018-08-21,7400.000000,7475.000000,7325.000000,7475.000000,6763.387207,20659500
2018-08-22,7475.000000,7475.000000,7475.000000,7475.000000,6763.387207,0
2018-08-23,7475.000000,7525.000000,7300.000000,7425.000000,6718.147461,30246600
2018-08-24,7375.000000,7450.000000,7275.000000,7375.000000,6672.907715,15617800
2018-08-27,7375.000000,7600.000000,7350.000000,7575.000000,6853.867188,32820400
2018-08-28,7575.000000,7600.000000,7350.000000,7350.000000,6650.287109,17798200
2018-08-29,7450.000000,7550.000000,7375.000000,7475.000000,6763.387207,26083000
2018-08-30,7500.000000,7500.000000,7350.000000,7475.000000,6763.387207,15151400
2018-08-31,7400.000000,7400.000000,7200.000000,7250.000000,6559.807129,40829300
2018-09-03,7275.000000,7275.000000,7075.000000,7100.000000,6424.086914,25016000
2018-09-04,7100.000000,7100.000000,7000.000000,7075.000000,6401.467773,30739500
2018-09-05,6900.000000,6950.000000,6725.000000,6775.000000,6130.026855,52098900
2018-09-06,6675.000000,6875.000000,6600.000000,6800.000000,6152.646484,60188600
2018-09-07,6900.000000,7175.000000,6825.000000,7175.000000,6491.947266,42928600
2018-09-10,7125.000000,7175.000000,6975.000000,7175.000000,6491.947266,21884300
2018-09-11,7175.000000,7175.000000,7175.000000,7175.000000,6491.947266,0
2018-09-12,7175.000000,7275.000000,7125.000000,7125.000000,6446.706543,27126400
2018-09-13,7275.000000,7275.000000,7000.000000,7075.000000,6401.467773,22644700
2018-09-14,7075.000000,7225.000000,7050.000000,7225.000000,6537.187012,17697900
2018-09-17,7125.000000,7125.000000,6950.000000,6950.000000,6288.367188,15380700
2018-09-18,6925.000000,7125.000000,6875.000000,7025.000000,6356.227051,31839500
2018-09-19,7100.000000,7400.000000,7100.000000,7400.000000,6695.527344,28048600
2018-09-20,7400.000000,7575.000000,7325.000000,7500.000000,6786.007324,37420600
2018-09-21,7475.000000,7475.000000,7225.000000,7250.000000,6559.807129,48533000
2018-09-24,7200.000000,7225.000000,7075.000000,7125.000000,6446.706543,24764900
2018-09-25,7100.000000,7200.000000,7075.000000,7200.000000,6514.566895,14404300
2018-09-26,7200.000000,7425.000000,7200.000000,7350.000000,6650.287109,25803300
2018-09-27,7225.000000,7375.000000,7200.000000,7375.000000,6672.907715,29349300
2018-09-28,7275.000000,7450.000000,7275.000000,7350.000000,6650.287109,31995300
2018-10-01,7225.000000,7475.000000,7225.000000,7325.000000,6627.666992,14131300
2018-10-02,7450.000000,7450.000000,7125.000000,7200.000000,6514.566895,19915100
2018-10-03,7250.000000,7275.000000,7175.000000,7200.000000,6514.566895,16575900
2018-10-04,7125.000000,7150.000000,7025.000000,7075.000000,6401.467773,19705600
2018-10-05,6975.000000,7050.000000,6900.000000,6950.000000,6342.151855,25996300
2018-10-08,6900.000000,6975.000000,6850.000000,6850.000000,6250.897461,19133100
2018-10-09,6975.000000,7025.000000,6850.000000,7025.000000,6410.592285,17361000
2018-10-10,7000.000000,7050.000000,6900.000000,6950.000000,6342.151855,17102700
2018-10-11,6800.000000,6825.000000,6700.000000,6725.000000,6136.830078,40456500
2018-10-12,6775.000000,6925.000000,6775.000000,6850.000000,6250.897461,28756200
2018-10-15,6850.000000,6925.000000,6825.000000,6850.000000,6250.897461,18822300
2018-10-16,6900.000000,6975.000000,6825.000000,6975.000000,6364.964844,18553300
2018-10-17,7075.000000,7100.000000,6975.000000,7025.000000,6410.592285,23333900
2018-10-18,7025.000000,7025.000000,6950.000000,7025.000000,6410.592285,12591900
2018-10-19,7000.000000,7350.000000,6975.000000,7300.000000,6661.541016,48440500
2018-10-22,7275.000000,7300.000000,7200.000000,7275.000000,6638.727539,22418400
2018-10-23,7200.000000,7375.000000,7125.000000,7350.000000,6707.167480,38954800
2018-10-24,7350.000000,7450.000000,7300.000000,7300.000000,6661.541016,36406600
2018-10-25,7100.000000,7375.000000,7100.000000,7375.000000,6729.980957,26522600
2018-10-26,7375.000000,7425.000000,7275.000000,7425.000000,6775.608398,22297400
2018-10-29,7475.000000,7625.000000,7450.000000,7500.000000,6844.048828,50786300
2018-10-30,7500.000000,7750.000000,7450.000000,7700.000000,7026.556152,39056900
2018-10-31,7725.000000,7900.000000,7700.000000,7900.000000,7209.064941,46586400
2018-11-01,7925.000000,8050.000000,7900.000000,8050.000000,7345.945801,59367100
2018-11-02,8150.000000,8200.000000,8050.000000,8175.000000,7460.012695,58720200
2018-11-05,8150.000000,8250.000000,8050.000000,8250.000000,7528.453613,32945600
2018-11-06,8250.000000,8250.000000,7975.000000,8100.000000,7391.572754,40294600
2018-11-07,8125.000000,8325.000000,8050.000000,8225.000000,7505.640137,44005500
2018-11-08,8300.000000,8425.000000,8150.000000,8200.000000,7482.826660,48031900
2018-11-09,8200.000000,8250.000000,8100.000000,8175.000000,7460.012695,26391600
2018-11-12,8050.000000,8125.000000,7875.000000,7875.000000,7186.251953,27601900
2018-11-13,7850.000000,8100.000000,7825.000000,8000.000000,7300.318359,40483500
2018-11-14,8200.000000,8300.000000,8100.000000,8175.000000,7460.012695,35668500
2018-11-15,8325.000000,8525.000000,8275.000000,8525.000000,7779.401855,59979400
2018-11-16,8500.000000,8575.000000,8400.000000,8550.000000,7802.214844,45617600
2018-11-19,8550.000000,8550.000000,8400.000000,8500.000000,7756.587891,26364000
2018-11-20,8500.000000,8500.000000,8500.000000,8500.000000,7756.587891,0
2018-11-21,8300.000000,8575.000000,8275.000000,8450.000000,7710.962402,27715700
2018-11-22,8250.000000,8475.000000,8250.000000,8450.000000,7710.962402,21296200
2018-11-23,8400.000000,8425.000000,8300.000000,8400.000000,7665.333984,7150800
2018-11-26,8375.000000,8425.000000,8325.000000,8325.000000,7596.894043,18712300
2018-11-27,8225.000000,8450.000000,8225.000000,8400.000000,7665.333984,21522600
2018-11-28,8400.000000,8400.000000,8175.000000,8400.000000,7665.333984,40728200
2018-11-29,8450.000000,8575.000000,8400.000000,8475.000000,7733.775391,46667000
2018-11-30,8575.000000,8625.000000,8375.000000,8550.000000,7802.214844,69165200
2018-12-03,8700.000000,8775.000000,8525.000000,8600.000000,7847.843262,44652600
2018-12-04,8600.000000,8600.000000,8425.000000,8525.000000,7779.401855,50127600
2018-12-05,8400.000000,8475.000000,8250.000000,8325.000000,7596.894043,28909900
2018-12-06,8200.000000,8250.000000,8050.000000,8100.000000,7391.572754,55894200
2018-12-07,8100.000000,8275.000000,8075.000000,8225.000000,7505.640137,58677800
2018-12-10,8075.000000,8175.000000,8050.000000,8150.000000,7437.199219,23912000
2018-12-11,8150.000000,8250.000000,8150.000000,8150.000000,7437.199219,34673200
2018-12-12,8275.000000,8275.000000,8200.000000,8250.000000,7528.453613,23533500
2018-12-13,8300.000000,8625.000000,8275.000000,8450.000000,7710.962402,57420600
2018-12-14,8500.000000,8500.000000,8400.000000,8450.000000,7710.962402,36739100
2018-12-17,8450.000000,8450.000000,8250.000000,8300.000000,7574.080078,37179000
2018-12-18,8200.000000,8375.000000,8200.000000,8375.000000,7642.520996,27136700
2018-12-19,8350.000000,8450.000000,8325.000000,8425.000000,7688.147949,29886700
2018-12-20,8325.000000,8525.000000,8325.000000,8475.000000,7733.775391,24652800
2018-12-21,8450.000000,8450.000000,8300.000000,8425.000000,7688.147949,31157200
2018-12-24,8425.000000,8425.000000,8425.000000,8425.000000,7688.147949,0
2018-12-25,8425.000000,8425.000000,8425.000000,8425.000000,7688.147949,0
2018-12-26,8250.000000,8300.000000,8125.000000,8125.000000,7414.386230,19355100
2018-12-27,8300.000000,8325.000000,8175.000000,8225.000000,7505.640137,25748300
2018-12-28,8275.000000,8400.000000,8225.000000,8225.000000,7505.640137,24480400
2018-12-31,8225.000000,8225.000000,8225.000000,8225.000000,7505.640137,0
2019-01-01,8225.000000,8225.000000,8225.000000,8225.000000,7505.640137,0
2019-01-02,8200.000000,8275.000000,8125.000000,8200.000000,7482.826660,14014100
2019-01-03,8100.000000,8400.000000,8100.000000,8375.000000,7642.520996,25148400
2019-01-04,8400.000000,8450.000000,8200.000000,8350.000000,7619.707520,32475900
2019-01-07,8450.000000,8475.000000,8150.000000,8150.000000,7437.199219,32649700
2019-01-08,8150.000000,8225.000000,8125.000000,8175.000000,7460.012695,29130800
2019-01-09,8225.000000,8275.000000,8150.000000,8200.000000,7482.826660,42977800
2019-01-10,8175.000000,8200.000000,7950.000000,8200.000000,7482.826660,76803900
2019-01-11,8300.000000,8300.000000,8225.000000,8300.000000,7574.080078,32212200
2019-01-14,8225.000000,8225.000000,8050.000000,8150.000000,7437.199219,40449800
2019-01-15,8150.000000,8150.000000,8050.000000,8150.000000,7437.199219,56524700
2019-01-16,8175.000000,8250.000000,8125.000000,8250.000000,7528.453613,33593600
2019-01-17,8250.000000,8325.000000,8200.000000,8275.000000,7551.266113,38888100
2019-01-18,8300.000000,8475.000000,8275.000000,8475.000000,7733.775391,45180500
2019-01-21,8475.000000,8550.000000,8300.000000,8325.000000,7596.894043,39949600
2019-01-22,8375.000000,8375.000000,8150.000000,8200.000000,7482.826660,33129500
2019-01-23,8200.000000,8275.000000,8175.000000,8175.000000,7460.012695,26554900
2019-01-24,8225.000000,8450.000000,8225.000000,8425.000000,7688.147949,56764700
2019-01-25,8475.000000,8475.000000,8275.000000,8425.000000,7688.147949,27967500
2019-01-28,8450.000000,8450.000000,8275.000000,8375.000000,7642.520996,25672700
2019-01-29,8375.000000,8400.000000,8275.000000,8375.000000,7642.520996,34675500
2019-01-30,8275.000000,8375.000000,8225.000000,8350.000000,7619.707520,40835000
2019-01-31,8375.000000,8450.000000,8325.000000,8450.000000,7710.962402,49304900
2019-02-01,8475.000000,8500.000000,8350.000000,8450.000000,7710.962402,23915300
2019-02-04,8450.000000,8475.000000,8175.000000,8200.000000,7482.826660,27634200
2019-02-05,8200.000000,8200.000000,8200.000000,8200.000000,7482.826660,0
2019-02-06,8275.000000,8350.000000,8225.000000,8225.000000,7505.640137,28617900
2019-02-07,8225.000000,8275.000000,8150.000000,8200.000000,7482.826660,27500100
2019-02-08,8150.000000,8225.000000,8100.000000,8150.000000,7437.199219,36834100
2019-02-11,8125.000000,8150.000000,8000.000000,8000.000000,7300.318359,34439900
2019-02-12,8000.000000,8000.000000,7650.000000,7650.000000,6980.929688,84655500
2019-02-13,7700.000000,7775.000000,7550.000000,7675.000000,7003.742188,60065900
2019-02-14,7775.000000,7775.000000,7550.000000,7600.000000,6935.302734,37462300
2019-02-15,7650.000000,7650.000000,7525.000000,7600.000000,6935.302734,51353000
2019-02-18,7725.000000,7925.000000,7700.000000,7875.000000,7186.251953,39041200
2019-02-19,7800.000000,7875.000000,7725.000000,7775.000000,7094.998047,24292900
2019-02-20,7850.000000,7875.000000,7625.000000,7775.000000,7094.998047,46538800
2019-02-21,7700.000000,7725.000000,7650.000000,7700.000000,7026.556152,41248700
2019-02-22,7650.000000,7700.000000,7575.000000,7625.000000,6958.116699,32076500
2019-02-25,7625.000000,7800.000000,7575.000000,7650.000000,6980.929688,34983600
2019-02-26,7625.000000,7675.000000,7600.000000,7600.000000,6935.302734,29923400
2019-02-27,7650.000000,7650.000000,7525.000000,7600.000000,6935.302734,38903200
2019-02-28,7550.000000,7550.000000,7150.000000,7150.000000,6524.659668,119005400
2019-03-01,7250.000000,7400.000000,7225.000000,7225.000000,6593.099609,56265500
2019-03-04,7200.000000,7275.000000,7150.000000,7150.000000,6524.659668,31484700
2019-03-05,7125.000000,7375.000000,7025.000000,7300.000000,6661.541016,60708500
2019-03-06,7400.000000,7400.000000,7275.000000,7325.000000,6684.354004,35643300
2019-03-07,7325.000000,7325.000000,7325.000000,7325.000000,6684.354004,0
2019-03-08,7200.000000,7225.000000,7150.000000,7150.000000,6524.659668,86989800
2019-03-11,7300.000000,7300.000000,7175.000000,7225.000000,6593.099609,33829300
2019-03-12,7250.000000,7350.000000,7175.000000,7175.000000,6547.473145,36724200
2019-03-13,7100.000000,7150.000000,7100.000000,7125.000000,6501.846191,35882400
2019-03-14,7125.000000,7250.000000,7125.000000,7200.000000,6570.286621,29057900
2019-03-15,7200.000000,7375.000000,7200.000000,7325.000000,6684.354004,39356200
2019-03-18,7300.000000,7375.000000,7275.000000,7325.000000,6684.354004,32558100
2019-03-19,7300.000000,7325.000000,7225.000000,7275.000000,6638.727539,40585700
2019-03-20,7300.000000,7350.000000,7225.000000,7275.000000,6638.727539,30377700
2019-03-21,7300.000000,7325.000000,7225.000000,7250.000000,6615.913574,31066900
2019-03-22,7275.000000,7300.000000,7225.000000,7225.000000,6593.099609,13387300
2019-03-25,7175.000000,7175.000000,7000.000000,7050.000000,6433.405762,51758500
2019-03-26,7100.000000,7175.000000,7075.000000,7100.000000,6479.032715,23711700
2019-03-27,7175.000000,7200.000000,7100.000000,7175.000000,6547.473145,12546100
2019-03-28,7150.000000,7150.000000,7050.000000,7100.000000,6479.032715,17584700
2019-03-29,7100.000000,7300.000000,7100.000000,7300.000000,6661.541016,30122900
2019-04-01,7375.000000,7400.000000,7275.000000,7350.000000,6707.167480,13152600
2019-04-02,7325.000000,7450.000000,7300.000000,7425.000000,6775.608398,28647700
2019-04-03,7425.000000,7425.000000,7425.000000,7425.000000,6775.608398,0
2019-04-04,7500.000000,7625.000000,7500.000000,7550.000000,6889.675781,38598100
2019-04-05,7575.000000,7650.000000,7500.000000,7650.000000,6980.929688,21303800
2019-04-08,7600.000000,7625.000000,7375.000000,7525.000000,6866.862305,23973800
2019-04-09,7475.000000,7700.000000,7475.000000,7675.000000,7003.742188,31230600
2019-04-10,7725.000000,7725.000000,7625.000000,7650.000000,6980.929688,18506200
2019-04-11,7675.000000,7675.000000,7475.000000,7525.000000,6866.862305,17082800
2019-04-12,7450.000000,7575.000000,7450.000000,7525.000000,6866.862305,12332300
2019-04-15,7575.000000,7625.000000,7475.000000,7600.000000,6935.302734,30002000
2019-04-16,7550.000000,7800.000000,7550.000000,7750.000000,7072.184082,37600500
2019-04-17,7750.000000,7750.000000,7750.000000,7750.000000,7072.184082,0
2019-04-18,7925.000000,8025.000000,7775.000000,7850.000000,7163.437500,88459900
2019-04-19,7850.000000,7850.000000,7850.000000,7850.000000,7163.437500,0
2019-04-22,7850.000000,7850.000000,7500.000000,7525.000000,6866.862305,33999600
