Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,8300.000000,8300.000000,8300.000000,8300.000000,7375.651367,0
2018-01-02,8300.000000,8400.000000,8150.000000,8200.000000,7286.788086,24661300
2018-01-03,8250.000000,8250.000000,8000.000000,8050.000000,7153.494141,40976100
2018-01-04,8075.000000,8225.000000,8050.000000,8225.000000,7309.003906,30604400
2018-01-05,8150.000000,8300.000000,8125.000000,8300.000000,7375.651367,18885300
2018-01-08,8300.000000,8325.000000,8200.000000,8300.000000,7375.651367,17178400
2018-01-09,8300.000000,8300.000000,8150.000000,8175.000000,7264.572266,23323800
2018-01-10,8275.000000,8300.000000,8175.000000,8275.000000,7353.435059,29616100
2018-01-11,8275.000000,8275.000000,8125.000000,8250.000000,7331.219238,19294700
2018-01-12,8200.000000,8250.000000,8175.000000,8175.000000,7264.572266,15456000
2018-01-15,8175.000000,8200.000000,8125.000000,8175.000000,7264.572266,12912900
2018-01-16,8200.000000,8250.000000,8125.000000,8225.000000,7309.003906,25472200
2018-01-17,8150.000000,8300.000000,8125.000000,8200.000000,7286.788086,44342900
2018-01-18,8275.000000,8300.000000,8200.000000,8300.000000,7375.651367,41790200
2018-01-19,8300.000000,8350.000000,8250.000000,8350.000000,7420.083008,28789700
2018-01-22,8350.000000,8350.000000,8200.000000,8250.000000,7331.219238,40680600
2018-01-23,8300.000000,8525.000000,8250.000000,8525.000000,7575.593750,39074200
2018-01-24,8525.000000,8750.000000,8450.000000,8725.000000,7753.320313,36840200
2018-01-25,8675.000000,8750.000000,8625.000000,8725.000000,7753.320313,27585500
2018-01-26,8725.000000,8725.000000,8500.000000,8625.000000,7664.457520,24505100
2018-01-29,8650.000000,8675.000000,8500.000000,8650.000000,7686.673828,17150200
2018-01-30,8650.000000,8650.000000,8400.000000,8425.000000,7486.730957,23643200
2018-01-31,8400.000000,8700.000000,8375.000000,8500.000000,7553.377930,29112000
2018-02-01,8525.000000,8750.000000,8525.000000,8575.000000,7620.025391,31700800
2018-02-02,8700.000000,8750.000000,8625.000000,8700.000000,7731.104980,24482800
2018-02-05,8500.000000,8650.000000,8450.000000,8525.000000,7575.593750,23045600
2018-02-06,8350.000000,8475.000000,8350.000000,8425.000000,7486.730957,33410900
2018-02-07,8500.000000,8600.000000,8375.000000,8450.000000,7508.947754,31215400
2018-02-08,8500.000000,8525.000000,8350.000000,8375.000000,7442.298828,28406900
2018-02-09,8250.000000,8350.000000,8175.000000,8200.000000,7286.788086,64748600
2018-02-12,8300.000000,8300.000000,8200.000000,8200.000000,7286.788086,20368800
2018-02-13,8200.000000,8300.000000,8200.000000,8275.000000,7353.435059,30608200
2018-02-14,8275.000000,8375.000000,8275.000000,8375.000000,7442.298828,24033700
2018-02-15,8425.000000,8425.000000,8275.000000,8275.000000,7353.435059,14832000
2018-02-16,8275.000000,8275.000000,8275.000000,8275.000000,7353.435059,0
2018-02-19,8350.000000,8425.000000,8300.000000,8425.000000,7486.730957,22998500
2018-02-20,8350.000000,8375.000000,8250.000000,8300.000000,7375.651367,17276200
2018-02-21,8325.000000,8350.000000,8125.000000,8175.000000,7264.572266,43896000
2018-02-22,8200.000000,8225.000000,8000.000000,8000.000000,7109.061035,33253700
2018-02-23,8125.000000,8250.000000,8100.000000,8200.000000,7286.788086,29457600
2018-02-26,8200.000000,8225.000000,8050.000000,8100.000000,7197.925293,23816800
2018-02-27,8100.000000,8200.000000,8075.000000,8200.000000,7286.788086,23718200
2018-02-28,8175.000000,8175.000000,8075.000000,8075.000000,7175.709961,45102600
2018-03-01,8100.000000,8175.000000,8075.000000,8075.000000,7175.709961,25963100
2018-03-02,8075.000000,8150.000000,8025.000000,8150.000000,7242.356445,15833800
2018-03-05,8175.000000,8175.000000,8075.000000,8150.000000,7242.356445,19421500
2018-03-06,8200.000000,8200.000000,8025.000000,8050.000000,7153.494141,29864500
2018-03-07,8000.000000,8025.000000,7775.000000,7825.000000,6953.550781,56371600
2018-03-08,7925.000000,7925.000000,7775.000000,7850.000000,6975.767090,45172700
2018-03-09,7900.000000,7900.000000,7750.000000,7775.000000,6909.120117,26855700
2018-03-12,7850.000000,7875.000000,7775.000000,7800.000000,6931.335449,34352400
2018-03-13,7775.000000,7775.000000,7675.000000,7700.000000,6842.471191,29718200
2018-03-14,7650.000000,7725.000000,7575.000000,7575.000000,6731.392578,25878500
2018-03-15,7525.000000,7575.000000,7425.000000,7450.000000,6620.313477,38893700
2018-03-16,7450.000000,7525.000000,7350.000000,7450.000000,6620.313477,93558800
2018-03-19,7450.000000,7475.000000,7250.000000,7275.000000,6464.803223,44260000
2018-03-20,7225.000000,7350.000000,7200.000000,7300.000000,6487.019043,53047800
2018-03-21,7350.000000,7350.000000,7275.000000,7300.000000,6487.019043,41451100
2018-03-22,7350.000000,7450.000000,7325.000000,7350.000000,6531.450684,40302400
2018-03-23,7050.000000,7275.000000,7050.000000,7275.000000,6464.803223,38206300
2018-03-26,7275.000000,7275.000000,7175.000000,7225.000000,6420.371094,22640900
2018-03-27,7300.000000,7375.000000,7250.000000,7300.000000,6487.019043,24060300
2018-03-28,7225.000000,7250.000000,7075.000000,7100.000000,6309.292969,32341200
2018-03-29,7175.000000,7325.000000,7050.000000,7300.000000,6487.019043,40859700
2018-03-30,7300.000000,7300.000000,7300.000000,7300.000000,6487.019043,0
2018-04-02,7350.000000,7600.000000,7300.000000,7550.000000,6709.177246,30899400
2018-04-03,7500.000000,7750.000000,7450.000000,7675.000000,6820.255859,30007800
2018-04-04,7675.000000,7675.000000,7475.000000,7575.000000,6731.392578,22563400
2018-04-05,7625.000000,7650.000000,7475.000000,7600.000000,6753.608398,16561500
2018-04-06,7600.000000,7600.000000,7525.000000,7525.000000,6686.961914,8268700
2018-04-09,7550.000000,7750.000000,7550.000000,7750.000000,6886.903320,17097200
2018-04-10,7700.000000,7850.000000,7675.000000,7825.000000,6953.550781,27654600
2018-04-11,7875.000000,7975.000000,7850.000000,7950.000000,7064.629883,34716800
2018-04-12,7850.000000,7925.000000,7700.000000,7725.000000,6864.687500,26558600
2018-04-13,7750.000000,7825.000000,7525.000000,7525.000000,6686.961914,17816300
2018-04-16,7525.000000,7525.000000,7525.000000,7525.000000,6686.961914,0
2018-04-17,7525.000000,7525.000000,7525.000000,7525.000000,6686.961914,0
2018-04-18,7625.000000,7625.000000,7475.000000,7525.000000,6686.961914,23356500
2018-04-19,7525.000000,7525.000000,7525.000000,7525.000000,6686.961914,0
2018-04-20,7525.000000,7525.000000,7525.000000,7525.000000,6686.961914,0
2018-04-23,7600.000000,7600.000000,7475.000000,7475.000000,6642.529785,12648900
2018-04-24,7400.000000,7475.000000,7300.000000,7325.000000,6509.234375,33995200
2018-04-25,7325.000000,7325.000000,7325.000000,7325.000000,6509.234375,0
2018-04-26,7325.000000,7325.000000,7325.000000,7325.000000,6509.234375,0
2018-04-27,7325.000000,7325.000000,7325.000000,7325.000000,6509.234375,0
2018-04-30,7275.000000,7300.000000,7150.000000,7150.000000,6353.723633,20489400
2018-05-01,7150.000000,7150.000000,7150.000000,7150.000000,6353.723633,0
2018-05-02,7200.000000,7375.000000,7150.000000,7375.000000,6553.666016,28029500
2018-05-03,7375.000000,7400.000000,7275.000000,7275.000000,6464.803223,38116700
2018-05-04,7200.000000,7300.000000,7125.000000,7250.000000,6559.807129,20155100
2018-05-07,7300.000000,7300.000000,7050.000000,7075.000000,6401.467773,24167400
2018-05-08,7075.000000,7100.000000,6825.000000,6950.000000,6288.367188,45877500
2018-05-09,6800.000000,7125.000000,6800.000000,7100.000000,6424.086914,51249600
2018-05-10,7100.000000,7100.000000,7100.000000,7100.000000,6424.086914,0
2018-05-11,7150.000000,7200.000000,7050.000000,7050.000000,6378.846680,21370800
2018-05-14,6950.000000,7100.000000,6950.000000,7025.000000,6356.227051,28081600
2018-05-15,7025.000000,7100.000000,6925.000000,6925.000000,6265.747070,30656400
2018-05-16,6900.000000,6925.000000,6650.000000,6900.000000,6243.125977,39298500
2018-05-17,6900.000000,6925.000000,6725.000000,6725.000000,6084.787109,31996300
2018-05-18,6800.000000,6800.000000,6525.000000,6525.000000,5903.826660,32946300
2018-05-21,6600.000000,6675.000000,6525.000000,6525.000000,5903.826660,19666000
2018-05-22,6575.000000,7000.000000,6550.000000,6950.000000,6288.367188,52564600
2018-05-23,7000.000000,7225.000000,6950.000000,7000.000000,6333.606445,46432300
2018-05-24,7150.000000,7300.000000,7125.000000,7225.000000,6537.187012,31517700
2018-05-25,7275.000000,7275.000000,7050.000000,7250.000000,6559.807129,23149300
2018-05-28,7100.000000,7300.000000,7100.000000,7175.000000,6491.947266,20768800
2018-05-29,7175.000000,7175.000000,7175.000000,7175.000000,6491.947266,0
2018-05-30,7125.000000,7200.000000,6950.000000,7000.000000,6333.606445,38264900
2018-05-31,7075.000000,7150.000000,6850.000000,6900.000000,6243.125977,99330400
2018-06-01,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-04,7050.000000,7100.000000,6975.000000,7000.000000,6333.606445,29071700
2018-06-05,6950.000000,7050.000000,6950.000000,7000.000000,6333.606445,32973400
2018-06-06,7000.000000,7025.000000,6950.000000,6975.000000,6310.986816,27978000
2018-06-07,7000.000000,7025.000000,6950.000000,6975.000000,6310.986816,34005400
2018-06-08,6875.000000,6975.000000,6875.000000,6900.000000,6243.125977,82723800
2018-06-11,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-12,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-13,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-14,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-15,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-18,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-19,6900.000000,6900.000000,6900.000000,6900.000000,6243.125977,0
2018-06-20,6850.000000,6950.000000,6625.000000,6950.000000,6288.367188,94750500
2018-06-21,7100.000000,7100.000000,6675.000000,6675.000000,6039.546875,40710000
2018-06-22,6675.000000,6675.000000,6575.000000,6600.000000,5971.686523,30220100
2018-06-25,6700.000000,6725.000000,6575.000000,6600.000000,5971.686523,35216300
2018-06-26,6550.000000,6800.000000,6550.000000,6700.000000,6062.166016,21592800
2018-06-27,6725.000000,6750.000000,6425.000000,6425.000000,5813.346680,26041600
2018-06-28,6425.000000,6475.000000,6275.000000,6350.000000,5745.486328,47122000
2018-06-29,6400.000000,6600.000000,6375.000000,6600.000000,5971.686523,44077400
2018-07-02,6650.000000,6650.000000,6250.000000,6250.000000,5655.006348,30044400
2018-07-03,6250.000000,6400.000000,6100.000000,6100.000000,5519.286133,31918600
2018-07-04,6175.000000,6425.000000,6125.000000,6250.000000,5655.006348,26706500
2018-07-05,6200.000000,6375.000000,6200.000000,6300.000000,5700.245605,10071000
2018-07-06,6375.000000,6375.000000,6250.000000,6300.000000,5700.245605,12516100
2018-07-09,6350.000000,6400.000000,6250.000000,6325.000000,5722.866211,17337000
2018-07-10,6450.000000,6550.000000,6350.000000,6350.000000,5745.486328,36086900
2018-07-11,6300.000000,6625.000000,6275.000000,6625.000000,5994.306152,29415100
